Tarih,Fiyat
2017-07-04,140.356
2017-07-05,142.32
2017-07-06,142.442
2017-07-07,141.075
2017-07-09,141.282
2017-07-10,140.802
2017-07-11,141.624
2017-07-12,139.971
2017-07-13,139.642
2017-07-14,139.755
2017-07-16,139.868
2017-07-17,139.948
2017-07-18,140.861
2017-07-19,140.618
2017-07-20,141.116
2017-07-21,142.682
2017-07-23,142.692
2017-07-24,143.368
2017-07-25,143.213
2017-07-26,143.224
2017-07-27,143.326
2017-07-28,144.022
2017-07-30,144.31
2017-07-31,143.615
2017-08-01,143.867
2017-08-02,143.803
2017-08-03,144.504
2017-08-04,142.809
2017-08-06,142.801
2017-08-07,142.741
2017-08-08,143.298
2017-08-09,145.178
2017-08-10,146.576
2017-08-11,146.567
2017-08-13,146.541
2017-08-14,145.03
2017-08-15,144.761
2017-08-16,145.099
2017-08-17,146.22
2017-08-18,145.331
2017-08-20,145.174
2017-08-21,145.242
2017-08-22,144.287
2017-08-23,144.523
2017-08-24,144.179
2017-08-25,142.738
2017-08-27,143.166
2017-08-28,146.479
2017-08-29,145.144
2017-08-30,145.253
2017-08-31,146.661
2017-09-01,146.017
2017-09-03,147.391
2017-09-04,147.069
2017-09-05,148.338
2017-09-06,146.991
2017-09-07,147.657
2017-09-08,147.703
2017-09-10,146.679
2017-09-11,145.626
2017-09-12,146.954
2017-09-13,147.117
2017-09-14,147.273
2017-09-15,145.979
2017-09-18,146.841
2017-09-19,147.03
2017-09-20,146.413
2017-09-21,145.66
2017-09-22,145.92
2017-09-24,145.438
2017-09-25,149.118
2017-09-26,147.351
2017-09-27,147.719
2017-09-28,147.3
2017-09-29,146.656
2017-10-01,146.519
2017-10-02,145.908
2017-10-03,146.232
2017-10-04,146.413
2017-10-05,146.398
2017-10-06,148.312
2017-10-08,152.401
2017-10-09,152.935
2017-10-10,153.766
2017-10-11,151.467
2017-10-12,152.207
2017-10-13,152.311
2017-10-15,152.198
2017-10-16,151.864
2017-10-17,151.599
2017-10-18,151.278
2017-10-19,151.509
2017-10-20,151.118
2017-10-22,151.197
2017-10-23,153.174
2017-10-24,153.359
2017-10-25,154.657
2017-10-26,155.621
2017-10-27,155.099
2017-10-29,154.944
2017-10-30,155.231
2017-10-31,154.733
2017-11-01,156.536
2017-11-02,156.118
2017-11-03,158.747
2017-11-05,158.624
2017-11-06,157.595
2017-11-07,159.626
2017-11-08,159.336
2017-11-09,159.823
2017-11-10,158.545
2017-11-12,158.394
2017-11-13,158.982
2017-11-14,160.167
2017-11-15,159.731
2017-11-16,158.942
2017-11-17,161.293
2017-11-19,160.924
2017-11-20,161.677
2017-11-21,163.245
2017-11-22,162.649
2017-11-23,162.858
2017-11-24,163.878
2017-11-26,163.613
2017-11-27,162.582
2017-11-28,164.993
2017-11-29,163.398
2017-11-30,160.609
2017-12-01,161.114
2017-12-03,160.825
2017-12-04,159.095
2017-12-05,156.417
2017-12-06,156.53
2017-12-07,154.953
2017-12-08,153.963
2017-12-10,154.057
2017-12-11,153.171
2017-12-12,153.797
2017-12-13,153.789
2017-12-14,156.574
2017-12-15,155.989
2017-12-17,155.448
2017-12-18,155.336
2017-12-19,155.663
2017-12-20,155.716
2017-12-21,155.672
2017-12-22,156.151
2017-12-25,155.901
2017-12-26,156.99
2017-12-27,157.955
2017-12-28,157.177
2017-12-29,159.207
2018-01-02,159.868
2018-01-03,159.415
2018-01-04,159.309
2018-01-05,158.396
2018-01-07,158.426
2018-01-08,158.705
2018-01-09,158.847
2018-01-10,160.962
2018-01-11,160.515
2018-01-12,161.236
2018-01-14,161.489
2018-01-15,163.978
2018-01-16,163.889
2018-01-17,163.081
2018-01-18,161.032
2018-01-19,163.006
2018-01-21,164.369
2018-01-22,161.922
2018-01-23,162.609
2018-01-24,163.548
2018-01-25,162.832
2018-01-26,162.744
2018-01-28,162.96
2018-01-29,163.325
2018-01-30,162.64
2018-01-31,162.522
2018-02-01,161.953
2018-02-02,161.553
2018-02-04,161.677
2018-02-05,163.245
2018-02-06,160.596
2018-02-07,161.359
2018-02-08,162.552
2018-02-09,161.613
2018-02-11,161.572
2018-02-12,161.536
2018-02-13,163.076
2018-02-14,164.565
2018-02-15,163.942
2018-02-16,162.338
2018-02-18,162.443
2018-02-19,162.593
2018-02-20,162.444
2018-02-21,161.793
2018-02-22,161.854
2018-02-23,161.927
2018-02-25,161.689
2018-02-26,162.188
2018-02-27,161.639
2018-02-28,161.045
2018-03-01,161.293
2018-03-02,161.952
2018-03-04,162.148
2018-03-05,161.839
2018-03-06,163.571
2018-03-07,162.144
2018-03-08,162.441
2018-03-09,162.159
2018-03-11,162.206
2018-03-12,163.78
2018-03-13,165.08
2018-03-14,165.392
2018-03-15,164.8
2018-03-16,165.583
2018-03-18,165.634
2018-03-19,167.034
2018-03-20,165.651
2018-03-21,167.446
2018-03-22,170.413
2018-03-23,172.61
2018-03-25,172.645
2018-03-26,172.545
2018-03-27,172.211
2018-03-28,171.184
2018-03-29,167.994
2018-04-01,168.725
2018-04-02,171.691
2018-04-03,171.09
2018-04-04,171.511
2018-04-05,173.305
2018-04-06,173.406
2018-04-08,173.438
2018-04-09,175.161
2018-04-10,177.347
2018-04-11,180.168
2018-04-12,177.032
2018-04-13,177.203
2018-04-15,176.859
2018-04-16,177.566
2018-04-17,177.199
2018-04-18,174.505
2018-04-19,174.938
2018-04-20,175.047
2018-04-22,174.839
2018-04-23,174.974
2018-04-24,175.058
2018-04-25,173.585
2018-04-26,172.473
2018-04-27,172.002
2018-04-29,172.517
2018-04-30,171.642
2018-05-01,172.459
2018-05-02,175.657
2018-05-03,178.308
2018-05-04,178.811
2018-05-06,179.369
2018-05-07,180.441
2018-05-08,184.142
2018-05-09,180.958
2018-05-10,180.033
2018-05-11,182.895
2018-05-13,183.069
2018-05-14,183.975
2018-05-15,185.167
2018-05-16,184.011
2018-05-17,184.983
2018-05-18,186.755
2018-05-20,186.793
2018-05-21,190.368
2018-05-22,196.961
2018-05-23,190.559
2018-05-24,199.51
2018-05-25,196.855
2018-05-27,196.464
2018-05-28,191.287
2018-05-29,191.078
2018-05-30,187.17
2018-05-31,189.298
2018-06-01,193.668
2018-06-03,193.162
2018-06-04,190.425
2018-06-05,191.533
2018-06-06,190.214
2018-06-07,186.906
2018-06-08,186.612
2018-06-10,187.3
2018-06-11,188.718
2018-06-12,191.107
2018-06-13,194.788
2018-06-14,198.522
2018-06-15,194.589
2018-06-17,195.287
2018-06-18,193.973
2018-06-19,194.365
2018-06-20,193.688
2018-06-21,193.118
2018-06-22,191.062
2018-06-24,188.496
2018-06-25,190.825
2018-06-26,186.681
2018-06-27,186.2
2018-06-28,184.368
2018-06-29,184.746
2018-07-01,185.215
2018-07-02,184.276
2018-07-03,188.636
2018-07-04,188.961
2018-07-05,186.288
2018-07-06,184.572
2018-07-08,185.002
2018-07-09,191.475
2018-07-10,190.416
2018-07-11,195.446
2018-07-12,195.044
2018-07-13,193.831
2018-07-15,193.816
2018-07-16,193.621
2018-07-17,189.503
2018-07-18,189.354
2018-07-19,189.193
2018-07-20,189.632
2018-07-22,189.49
2018-07-23,186.513
2018-07-24,192.255
2018-07-25,190.244
2018-07-26,191.716
2018-07-27,190.714
2018-07-29,190.905
2018-07-30,192.049
2018-07-31,193.569
2018-08-01,195.141
2018-08-02,197.845
2018-08-03,198.249
2018-08-05,199.227
2018-08-06,204.506
2018-08-07,205.129
2018-08-08,207.116
2018-08-09,216.471
2018-08-10,250.094
2018-08-12,263.068
2018-08-13,266.64
2018-08-14,244.778
2018-08-15,225.709
2018-08-16,220.951
2018-08-17,229.627
2018-08-19,228.658
2018-08-20,233.671
2018-08-21,233.328
2018-08-22,231.735
2018-08-23,232.102
2018-08-24,233.09
2018-08-26,232.515
2018-08-27,240.056
2018-08-28,242.243
2018-08-29,251.191
2018-08-30,259.826
2018-08-31,252.648
2018-09-02,253.82
2018-09-03,256.216
2018-09-04,255.694
2018-09-05,253.515
2018-09-06,254.559
2018-09-07,246.472
2018-09-09,247.018
2018-09-10,248.641
2018-09-11,247.866
2018-09-12,246.271
2018-09-13,236.87
2018-09-14,236.759
2018-09-16,236.433
2018-09-17,243.833
2018-09-18,246.908
2018-09-19,242.052
2018-09-20,241.598
2018-09-21,242.677
2018-09-23,242.975
2018-09-24,237.443
2018-09-25,239.204
2018-09-26,235.109
2018-09-27,228.648
2018-09-28,232.035
2018-09-30,231.444
2018-10-01,227.057
2018-10-02,232.25
2018-10-03,233.353
2018-10-04,238.425
2018-10-05,236.853
2018-10-07,238.61
2018-10-08,234.058
2018-10-09,233.57
2018-10-10,233.392
2018-10-11,232.502
2018-10-12,229.998
2018-10-14,231.125
2018-10-15,227.971
2018-10-16,224.257
2018-10-17,219.921
2018-10-18,222.111
2018-10-19,222.34
2018-10-21,222.972
2018-10-22,222.707
2018-10-23,227.623
2018-10-24,226.589
2018-10-25,223.186
2018-10-26,221.822
2018-10-28,221.591
2018-10-29,219.894
2018-10-30,215.532
2018-10-31,218.344
2018-11-01,218.994
2018-11-02,215.209
2018-11-04,215.488
2018-11-05,210.647
2018-11-06,211.675
2018-11-07,211.539
2018-11-08,214.802
2018-11-09,212.461
2018-11-11,212.688
2018-11-12,211.56
2018-11-13,211.85
2018-11-14,212.768
2018-11-15,210.582
2018-11-16,209.498
2018-11-18,209.979
2018-11-19,209.121
2018-11-20,211.522
2018-11-21,209.691
2018-11-22,209.129
2018-11-23,207.604
2018-11-25,208.491
2018-11-26,206.248
2018-11-27,205.511
2018-11-28,204.923
2018-11-29,203.544
2018-11-30,204.97
2018-12-02,204.08
2018-12-03,207.952
2018-12-04,214.644
2018-12-05,212.152
2018-12-06,212.397
2018-12-07,212.978
2018-12-09,213.764
2018-12-10,213.19
2018-12-11,214.239
2018-12-12,214.271
2018-12-13,213.583
2018-12-14,213.503
2018-12-16,213.768
2018-12-17,215.3
2018-12-18,214.48
2018-12-19,211.955
2018-12-20,213.631
2018-12-21,214.477
2018-12-23,215.22
2018-12-24,216.017
2018-12-25,215.387
2018-12-26,215.454
2018-12-27,217.116
2018-12-28,217.326
2018-12-30,217.375
2018-12-31,218.191
2019-01-01,217.944
2019-01-02,227.947
2019-01-03,227.975
2019-01-04,220.129
2019-01-06,219.974
2019-01-07,223.128
2019-01-08,226.541
2019-01-09,227.585
2019-01-10,224.845
2019-01-11,225.674
2019-01-13,227.026
2019-01-14,226.832
2019-01-15,225.725
2019-01-16,222.263
2019-01-17,222.693
2019-01-18,219.606
2019-01-20,219.731
2019-01-21,219.15
2019-01-22,220.614
2019-01-23,218.402
2019-01-24,217.038
2019-01-25,220.653
2019-01-27,220.296
2019-01-28,223.187
2019-01-29,223.757
2019-01-30,221.949
2019-01-31,220.086
2019-02-01,220.629
2019-02-03,220.926
2019-02-04,220.035
2019-02-05,219.986
2019-02-06,219.29
2019-02-07,222.241
2019-02-08,221.604
2019-02-10,221.867
2019-02-11,222.043
2019-02-12,221.286
2019-02-13,222.157
2019-02-14,222.592
2019-02-15,223.892
2019-02-17,224.546
2019-02-18,226.003
2019-02-19,227.612
2019-02-20,229.646
2019-02-21,226.915
2019-02-22,227.047
2019-02-24,227.214
2019-02-25,226.465
2019-02-26,226.713
2019-02-27,225.7
2019-02-28,225.781
2019-03-01,223.543
2019-03-03,223.749
2019-03-04,223.166
2019-03-05,223.11
2019-03-06,224.954
2019-03-07,225.758
2019-03-08,227.079
2019-03-10,226.672
2019-03-11,225.833
2019-03-12,228.406
2019-03-13,229.915
2019-03-14,227.985
2019-03-15,227.944
2019-03-17,227.897
2019-03-18,229.166
2019-03-19,229.991
2019-03-20,229.589
2019-03-21,230.056
2019-03-22,243.301
2019-03-24,239.992
2019-03-25,236.324
2019-03-26,227.111
2019-03-27,227.143
2019-03-28,231.353
2019-03-29,231.719
2019-03-31,232.572
2019-04-01,228.34
2019-04-02,233.304
2019-04-03,233.553
2019-04-04,232.959
2019-04-05,233.488
2019-04-07,234.182
2019-04-08,237.55
2019-04-09,238.452
2019-04-10,239.006
2019-04-11,238.353
2019-04-12,239.666
2019-04-14,239.956
2019-04-15,240.482
2019-04-16,237.641
2019-04-17,235.937
2019-04-18,238.097
2019-04-21,239.191
2019-04-22,238.893
2019-04-23,238.681
2019-04-24,241.308
2019-04-25,245.008
2019-04-26,245.448
2019-04-28,245.805
2019-04-29,244.995
2019-04-30,246.124
2019-05-01,244.804
2019-05-02,243.785
2019-05-03,245.243
2019-05-05,247.179
2019-05-06,251.222
2019-05-07,254.443
2019-05-08,253.846
2019-05-09,254.243
2019-05-10,247.524
2019-05-12,248.017
2019-05-13,255.158
2019-05-14,251.926
2019-05-15,250.77
2019-05-16,250.4
2019-05-17,248.965
2019-05-19,249.055
2019-05-20,247.551
2019-05-21,248.577
2019-05-22,250.856
2019-05-23,252.657
2019-05-24,251.245
2019-05-26,251.193
2019-05-27,250.79
2019-05-28,248.221
2019-05-29,247.762
2019-05-30,245.359
2019-05-31,245.123
2019-06-02,246.699
2019-06-03,248.656
2019-06-04,246.154
2019-06-05,244.803
2019-06-06,248.379
2019-06-07,251.369
2019-06-09,250.809
2019-06-10,247.595
2019-06-11,247.849
2019-06-12,249.392
2019-06-13,254.023
2019-06-14,254.41
2019-06-16,254.673
2019-06-17,253.009
2019-06-18,252.17
2019-06-19,253.082
2019-06-20,257.806
2019-06-21,261.81
2019-06-23,260.805
2019-06-24,265.928
2019-06-25,264.348
2019-06-26,261.762
2019-06-27,261.91
2019-06-28,262.308
2019-06-30,256.955
2019-07-01,251.815
2019-07-02,260.118
2019-07-03,256.448
2019-07-04,255.903
2019-07-05,253.192
2019-07-07,257.685
2019-07-08,257.044
2019-07-09,256.986
2019-07-10,260.045
2019-07-11,256.964
2019-07-12,260.468
2019-07-14,260.88
2019-07-15,259.925
2019-07-16,258.175
2019-07-17,260.327
2019-07-18,260.924
2019-07-19,259.198
2019-07-21,259.187
2019-07-22,259.663
2019-07-23,260.701
2019-07-24,261.83
2019-07-25,259.415
2019-07-26,258.495
2019-07-28,258.335
2019-07-29,257.339
2019-07-30,255.767
2019-07-31,253.373
2019-08-01,259.168
2019-08-02,257.508
2019-08-04,256.898
2019-08-05,264.923
2019-08-06,262.501
2019-08-07,265.183
2019-08-08,265.266
2019-08-09,264.388
2019-08-11,265.282
2019-08-12,270.502
2019-08-13,268.984
2019-08-14,273.732
2019-08-15,273.473
2019-08-16,271.573
2019-08-18,271.151
2019-08-19,271.763
2019-08-20,277.667
2019-08-21,276.656
2019-08-22,277.785
2019-08-23,282.344
2019-08-25,289.853
2019-08-26,286.424
2019-08-27,289.369
2019-08-28,288.095
2019-08-29,286.747
2019-08-30,285.284
2019-09-01,287.011
2019-09-02,284.976
2019-09-03,285.21
2019-09-04,282.998
2019-09-05,277.956
2019-09-06,276.815
2019-09-08,276.331
2019-09-09,276.393
2019-09-10,275.857
2019-09-11,276.117
2019-09-12,272.69
2019-09-13,272.207
2019-09-15,277.347
2019-09-16,275.969
2019-09-17,275.178
2019-09-18,272.425
2019-09-19,275.762
2019-09-20,279.997
2019-09-22,279.479
2019-09-23,279.626
2019-09-24,280.557
2019-09-25,274.874
2019-09-26,274.664
2019-09-27,272.992
2019-09-29,272.682
2019-09-30,267.683
2019-10-01,272.479
2019-10-02,275.102
2019-10-03,276.232
2019-10-04,275.455
2019-10-06,277.038
2019-10-07,280.185
2019-10-08,283.129
2019-10-09,285.625
2019-10-10,280.772
2019-10-11,281.608
2019-10-13,281.407
2019-10-14,284.319
2019-10-15,282.276
2019-10-16,281.907
2019-10-17,279.274
2019-10-18,277.472
2019-10-20,278.098
2019-10-21,279.609
2019-10-22,277.759
2019-10-23,275.286
2019-10-24,278.651
2019-10-25,279.357
2019-10-27,279.177
2019-10-28,274.805
2019-10-29,275.026
2019-10-30,274.174
2019-10-31,277.711
2019-11-01,278.295
2019-11-03,277.566
2019-11-04,277.817
2019-11-05,274.654
2019-11-06,275.603
2019-11-07,271.705
2019-11-08,270.559
2019-11-10,270.937
2019-11-11,270.124
2019-11-12,270.759
2019-11-13,270.898
2019-11-14,271.702
2019-11-15,271.22
2019-11-17,271.447
2019-11-18,271.26
2019-11-19,270.39
2019-11-20,270.225
2019-11-21,268.451
2019-11-22,268.573
2019-11-24,268.426
2019-11-25,268.414
2019-11-26,270.537
2019-11-27,270.77
2019-11-28,269.663
2019-11-29,270.543
2019-12-01,270.225
2019-12-02,270.049
2019-12-03,272.678
2019-12-04,272.733
2019-12-05,272.85
2019-12-06,271.347
2019-12-08,271.366
2019-12-09,272.989
2019-12-10,273.279
2019-12-11,275.126
2019-12-12,271.966
2019-12-13,275.68
2019-12-15,275.382
2019-12-16,277.488
2019-12-17,279.28
2019-12-18,281.133
2019-12-19,282.43
2019-12-20,282.251
2019-12-22,282.303
2019-12-23,284.074
2019-12-24,286.81
2019-12-25,286.302
2019-12-26,288.258
2019-12-27,289.095
2019-12-29,289.525
2019-12-30,289.774
2019-12-31,290.32
2020-01-01,290.352
2020-01-02,292.842
2020-01-03,297.96
2020-01-05,301.218
2020-01-06,300.177
2020-01-07,306.494
2020-01-08,296.072
2020-01-09,293.54
2020-01-10,295.234
2020-01-12,294.694
2020-01-13,291.424
2020-01-14,293.32
2020-01-15,294.102
2020-01-16,292.307
2020-01-17,294.737
2020-01-19,295.09
2020-01-20,296.889
2020-01-21,296.996
2020-01-22,297.299
2020-01-23,297.615
2020-01-24,300.083
2020-01-26,302.591
2020-01-27,302.134
2020-01-28,299.657
2020-01-29,302.245
2020-01-30,302.75
2020-01-31,305.612
2020-02-02,305.546
2020-02-03,303.807
2020-02-04,298.803
2020-02-05,299.297
2020-02-06,301.471
2020-02-07,303.577
2020-02-09,303.254
2020-02-10,303.626
2020-02-11,303.229
2020-02-12,305.121
2020-02-13,306.409
2020-02-14,308.493
2020-02-16,308.277
2020-02-17,308.048
2020-02-18,312.161
2020-02-19,315.022
2020-02-20,318.313
2020-02-21,322.265
2020-02-23,327.415
2020-02-24,325.291
2020-02-25,324.164
2020-02-26,325.62
2020-02-27,328.557
2020-02-28,318.226
2020-03-01,318.573
2020-03-02,315.91
2020-03-03,323.495
2020-03-04,320.046
2020-03-05,328.71
2020-03-06,328.329
2020-03-08,334.901
2020-03-09,329.898
2020-03-10,328.036
2020-03-11,328.295
2020-03-12,320.294
2020-03-13,311.42
2020-03-15,315.138
2020-03-16,311.548
2020-03-17,316.469
2020-03-18,311.937
2020-03-19,309.735
2020-03-20,315.557
2020-03-22,314.856
2020-03-23,329.885
2020-03-24,338.323
2020-03-25,332.446
2020-03-26,334.688
2020-03-27,337.217
2020-03-29,338.261
2020-03-30,341.589
2020-03-31,335.908
2020-04-01,343.381
2020-04-02,344.143
2020-04-03,350.141
2020-04-05,351.136
2020-04-06,362.22
2020-04-07,358.571
2020-04-08,358.812
2020-04-09,361.43
2020-04-12,364.675
2020-04-13,374.234
2020-04-14,378.413
2020-04-15,380.865
2020-04-16,381.891
2020-04-17,375.094
2020-04-19,372.088
2020-04-20,377.447
2020-04-21,378.573
2020-04-22,384.184
2020-04-23,386.614
2020-04-24,386.98
2020-04-26,386.503
2020-04-27,384.019
2020-04-28,383.076
2020-04-29,383.093
2020-04-30,379.43
2020-05-01,383.74
2020-05-03,383.668
2020-05-04,386.161
2020-05-05,388.141
2020-05-06,391.174
2020-05-07,391.29
2020-05-08,387.869
2020-05-10,389.422
2020-05-11,385.692
2020-05-12,382.953
2020-05-13,385.245
2020-05-14,385.914
2020-05-15,386.699
2020-05-17,389.615
2020-05-18,383.622
2020-05-19,380.911
2020-05-20,381.283
2020-05-21,376.892
2020-05-22,380.011
2020-05-24,378.988
2020-05-25,378.337
2020-05-26,370.968
2020-05-27,373.018
2020-05-28,377.346
2020-05-29,379.04
2020-05-31,381.189
2020-06-01,381.553
2020-06-02,372.36
2020-06-03,367.9
2020-06-04,371.898
2020-06-05,367.118
2020-06-07,365.807
2020-06-08,370.039
2020-06-09,374.303
2020-06-10,378.099
2020-06-11,379.727
2020-06-12,379.229
2020-06-14,379.877
2020-06-15,378.441
2020-06-16,379.525
2020-06-17,379.912
2020-06-18,379.996
2020-06-19,383.928
2020-06-21,385.287
2020-06-22,386.41
2020-06-23,389.484
2020-06-24,388.429
2020-06-25,389.191
2020-06-26,390.459
2020-06-28,390.344
2020-06-29,390.765
2020-06-30,392.809
2020-07-01,389.329
2020-07-02,391.242
2020-07-03,391.889
2020-07-05,391.829
2020-07-06,393.954
2020-07-07,395.738
2020-07-08,399.005
2020-07-09,398.07
2020-07-10,397.163
2020-07-12,397.287
2020-07-13,397.586
2020-07-14,399.417
2020-07-15,399.822
2020-07-16,396.58
2020-07-17,399.204
2020-07-19,398.832
2020-07-20,400.768
2020-07-21,404.762
2020-07-22,411.579
2020-07-23,414.894
2020-07-24,418.478
2020-07-26,421.224
2020-07-27,435.039
2020-07-28,436.711
2020-07-29,440.848
2020-07-30,439.002
2020-07-31,442.907
2020-08-02,444.492
2020-08-03,442.391
2020-08-04,452.583
2020-08-05,461.966
2020-08-06,481.64
2020-08-07,475.44
2020-08-09,476.207
2020-08-10,478.257
2020-08-11,444.175
2020-08-12,452.968
2020-08-13,462.37
2020-08-14,460.936
2020-08-16,458.053
2020-08-17,470.944
2020-08-18,475.431
2020-08-19,451.467
2020-08-20,458.377
2020-08-21,457.779
2020-08-23,456.349
2020-08-24,457.935
2020-08-25,459.056
2020-08-26,462.513
2020-08-27,456.115
2020-08-28,463.046
2020-08-30,465.169
2020-08-31,465.535
2020-09-01,467.263
2020-09-02,461.229
2020-09-03,461.176
2020-09-04,463.13
2020-09-06,463.077
2020-09-07,463.076
2020-09-08,464.594
2020-09-09,468.261
2020-09-10,465.435
2020-09-11,466.383
2020-09-13,467.065
2020-09-14,471.222
2020-09-15,470.561
2020-09-16,472.504
2020-09-17,473.022
2020-09-18,474.408
2020-09-20,473.875
2020-09-21,470.661
2020-09-22,469.76
2020-09-23,459.553
2020-09-24,457.619
2020-09-25,458.897
2020-09-27,459.233
2020-09-28,472.216
2020-09-29,476.68
2020-09-30,468.68
2020-10-01,474.216
2020-10-02,474.836
2020-10-04,475.051
2020-10-05,477.414
2020-10-06,471.493
2020-10-07,478.106
2020-10-08,484.186
2020-10-09,487.69
2020-10-11,487.259
2020-10-12,488.32
2020-10-13,482.516
2020-10-14,482.836
2020-10-15,486.401
2020-10-16,484.609
2020-10-18,483.828
2020-10-19,482.159
2020-10-20,483.113
2020-10-21,482.559
2020-10-22,486.719
2020-10-23,487.167
2020-10-25,486.881
2020-10-26,494.961
2020-10-27,502.206
2020-10-28,500.0
2020-10-29,499.21
2020-10-30,506.603
2020-11-01,505.256
2020-11-02,514.184
2020-11-03,519.466
2020-11-04,517.357
2020-11-05,527.284
2020-11-06,534.981
2020-11-08,531.615
2020-11-09,487.689
2020-11-10,494.0
2020-11-11,467.898
2020-11-12,463.73
2020-11-13,466.096
2020-11-15,468.466
2020-11-16,467.857
2020-11-17,466.377
2020-11-18,464.379
2020-11-19,451.539
2020-11-20,459.042
2020-11-22,459.739
2020-11-23,465.441
2020-11-24,465.21
2020-11-25,461.973
2020-11-26,458.39
2020-11-27,450.681
2020-11-29,450.782
2020-11-30,447.834
2020-12-01,455.749
2020-12-02,462.318
2020-12-03,460.552
2020-12-04,461.371
2020-12-06,460.517
2020-12-07,467.466
2020-12-08,469.871
2020-12-09,461.449
2020-12-10,465.927
2020-12-11,464.921
2020-12-13,464.474
2020-12-14,461.512
2020-12-15,466.633
2020-12-16,467.456
2020-12-17,466.468
2020-12-18,461.471
2020-12-20,464.079
2020-12-21,462.209
2020-12-22,459.176
2020-12-23,460.38
2020-12-24,457.399
2020-12-25,456.089
2020-12-27,460.181
2020-12-28,449.375
2020-12-29,446.612
2020-12-30,449.826
2020-12-31,454.121
2021-01-01,454.099
2021-01-03,458.086
2021-01-04,463.778
2021-01-05,463.415
2021-01-06,452.108
2021-01-07,451.96
2021-01-08,438.559
2021-01-10,436.565
2021-01-11,444.122
2021-01-12,445.33
2021-01-13,439.808
2021-01-14,437.792
2021-01-15,439.492
2021-01-17,434.466
2021-01-18,442.215
2021-01-19,442.214
2021-01-20,445.797
2021-01-21,443.081
2021-01-22,442.713
2021-01-24,443.023
2021-01-25,442.199
2021-01-26,437.588
2021-01-27,437.591
2021-01-28,435.737
2021-01-29,434.835
2021-01-31,434.587
2021-02-01,429.601
2021-02-02,425.041
2021-02-03,422.275
2021-02-04,412.12
2021-02-05,411.545
2021-02-07,412.752
2021-02-08,416.778
2021-02-09,417.169
2021-02-10,417.975
2021-02-11,412.841
2021-02-12,413.019
2021-02-14,411.883
2021-02-15,407.156
2021-02-16,401.766
2021-02-17,398.704
2021-02-18,397.25
2021-02-19,399.326
2021-02-21,400.401
2021-02-22,408.708
2021-02-23,412.699
2021-02-24,415.498
2021-02-25,417.97
2021-02-26,414.315
2021-02-28,415.067
2021-03-01,403.758
2021-03-02,410.313
2021-03-03,410.334
2021-03-04,410.148
2021-03-05,411.865
2021-03-07,412.945
2021-03-08,420.742
2021-03-09,420.383
2021-03-10,416.676
2021-03-11,414.287
2021-03-12,420.247
2021-03-14,419.643
2021-03-15,419.227
2021-03-16,417.166
2021-03-17,421.584
2021-03-18,408.676
2021-03-19,404.981
2021-03-21,453.737
2021-03-22,438.02
2021-03-23,441.213
2021-03-24,441.768
2021-03-25,441.675
2021-03-26,451.077
2021-03-28,452.096
2021-03-29,454.985
2021-03-30,451.408
2021-03-31,453.452
2021-04-01,452.019
2021-04-02,454.005
2021-04-04,454.902
2021-04-05,451.405
2021-04-06,456.82
2021-04-07,455.788
2021-04-08,459.367
2021-04-09,458.012
2021-04-11,457.825
2021-04-12,454.408
2021-04-13,455.566
2021-04-14,450.962
2021-04-15,455.676
2021-04-16,461.15
2021-04-18,461.649
2021-04-19,461.244
2021-04-20,463.679
2021-04-21,472.839
2021-04-22,477.149
2021-04-23,479.74
2021-04-25,480.704
2021-04-26,474.801
2021-04-27,469.779
2021-04-28,470.566
2021-04-29,468.143
2021-04-30,471.483
2021-05-02,471.674
2021-05-03,476.326
2021-05-04,476.123
2021-05-05,478.064
2021-05-06,483.507
2021-05-07,485.159
2021-05-09,487.129
2021-05-10,488.637
2021-05-11,489.725
2021-05-12,493.175
2021-05-13,499.099
2021-05-14,501.212
2021-05-16,501.776
2021-05-17,499.55
2021-05-18,502.742
2021-05-19,504.844
2021-05-20,505.045
2021-05-21,509.166
2021-05-23,510.003
2021-05-24,506.108
2021-05-25,516.123
2021-05-26,515.556
2021-05-27,519.046
2021-05-28,524.211
2021-05-30,525.222
2021-05-31,520.959
2021-06-01,526.048
2021-06-02,527.196
2021-06-03,524.16
2021-06-04,527.13
2021-06-06,527.136
2021-06-07,526.088
2021-06-08,523.898
2021-06-09,521.471
2021-06-10,514.62
2021-06-11,506.815
2021-06-13,505.321
2021-06-14,508.177
2021-06-15,511.458
2021-06-16,504.246
2021-06-17,498.04
2021-06-18,496.16
2021-06-20,498.399
2021-06-21,503.73
2021-06-22,494.477
2021-06-23,493.785
2021-06-24,496.875
2021-06-25,502.058
2021-06-27,501.795
2021-06-28,496.726
2021-06-29,494.785
2021-06-30,494.922
2021-07-01,495.333
2021-07-02,499.472
2021-07-04,499.217
2021-07-05,499.125
2021-07-06,501.505
2021-07-07,503.479
2021-07-08,503.886
2021-07-09,503.458
2021-07-11,503.006
2021-07-12,501.838
2021-07-13,500.761
2021-07-14,504.395
2021-07-15,504.013
2021-07-16,496.561
2021-07-18,498.468
2021-07-19,500.088
2021-07-20,499.206
2021-07-21,496.27
2021-07-22,497.526
2021-07-23,495.7
2021-07-25,495.017
2021-07-26,494.708
2021-07-27,495.458
2021-07-28,497.818
2021-07-29,497.736
2021-07-30,493.07
2021-08-01,492.45
2021-08-02,486.908
