Tarih,Fiyat
,20.12.2024
31.08.2014,"89,413"
29.08.2014,"89,526"
28.08.2014,"89,650"
27.08.2014,"88,916"
26.08.2014,"89,218"
25.08.2014,"89,412"
24.08.2014,"89,557"
22.08.2014,"89,566"
21.08.2014,"89,473"
20.08.2014,"90,600"
19.08.2014,"90,092"
18.08.2014,"90,319"
17.08.2014,"90,737"
15.08.2014,"90,918"
14.08.2014,"90,898"
13.08.2014,"90,930"
12.08.2014,"91,064"
11.08.2014,"90,402"
08.08.2014,"90,424"
07.08.2014,"91,453"
06.08.2014,"90,695"
05.08.2014,"89,181"
04.08.2014,"88,262"
03.08.2014,"88,737"
01.08.2014,"88,701"
31.07.2014,"88,355"
30.07.2014,"88,934"
29.07.2014,"88,338"
28.07.2014,"88,012"
27.07.2014,"87,933"
25.07.2014,"88,066"
24.07.2014,"86,971"
23.07.2014,"87,573"
22.07.2014,"88,595"
21.07.2014,"89,316"
20.07.2014,"89,566"
18.07.2014,"89,489"
17.07.2014,"90,842"
16.07.2014,"88,613"
15.07.2014,"88,458"
14.07.2014,"89,096"
13.07.2014,"91,263"
11.07.2014,"91,118"
10.07.2014,"91,227"
09.07.2014,"90,265"
08.07.2014,"90,063"
07.07.2014,"90,226"
06.07.2014,"90,341"
04.07.2014,"90,601"
03.07.2014,"90,313"
02.07.2014,"90,792"
01.07.2014,"90,719"
30.06.2014,"90,343"
29.06.2014,"89,829"
27.06.2014,"89,805"
26.06.2014,"89,933"
25.06.2014,"90,356"
24.06.2014,"90,814"
23.06.2014,"90,250"
22.06.2014,"90,651"
20.06.2014,"90,468"
19.06.2014,"90,558"
18.06.2014,"87,359"
17.06.2014,"87,845"
16.06.2014,"87,693"
15.06.2014,"87,364"
13.06.2014,"87,175"
12.06.2014,"86,480"
11.06.2014,"85,742"
10.06.2014,"84,242"
09.06.2014,"83,991"
08.06.2014,"83,740"
06.06.2014,"83,706"
05.06.2014,"84,524"
04.06.2014,"84,633"
03.06.2014,"84,803"
02.06.2014,"84,392"
01.06.2014,"84,100"
30.05.2014,"84,258"
29.05.2014,"84,383"
28.05.2014,"84,821"
27.05.2014,"85,390"
26.05.2014,"86,549"
25.05.2014,"86,438"
23.05.2014,"86,524"
22.05.2014,"86,633"
21.05.2014,"87,080"
20.05.2014,"87,965"
19.05.2014,"87,183"
18.05.2014,"87,132"
16.05.2014,"87,248"
15.05.2014,"87,494"
14.05.2014,"86,937"
13.05.2014,"86,119"
12.05.2014,"86,730"
11.05.2014,"85,709"
09.05.2014,"86,070"
08.05.2014,"86,198"
07.05.2014,"86,355"
06.05.2014,"87,848"
05.05.2014,"88,537"
04.05.2014,"88,006"
02.05.2014,"87,878"
01.05.2014,"86,988"
30.04.2014,"87,727"
29.04.2014,"88,398"
28.04.2014,"88,742"
27.04.2014,"89,569"
25.04.2014,"89,400"
24.04.2014,"88,647"
23.04.2014,"88,835"
22.04.2014,"88,503"
21.04.2014,"88,450"
20.04.2014,"88,484"
17.04.2014,"88,566"
16.04.2014,"89,533"
15.04.2014,"89,772"
14.04.2014,"90,453"
13.04.2014,"90,342"
11.04.2014,"89,585"
10.04.2014,"89,501"
09.04.2014,"88,613"
08.04.2014,"88,225"
07.04.2014,"88,174"
06.04.2014,"88,641"
04.04.2014,"88,569"
03.04.2014,"88,183"
02.04.2014,"88,327"
01.04.2014,"88,014"
31.03.2014,"88,322"
30.03.2014,"90,744"
28.03.2014,"91,256"
27.03.2014,"90,846"
26.03.2014,"92,049"
25.03.2014,"93,356"
24.03.2014,"94,301"
23.03.2014,"95,813"
21.03.2014,"95,870"
20.03.2014,"95,513"
19.03.2014,"95,810"
18.03.2014,"96,727"
17.03.2014,"97,563"
16.03.2014,"99,088"
14.03.2014,"98,341"
13.03.2014,"98,687"
12.03.2014,"98,131"
11.03.2014,"97,275"
10.03.2014,"95,645"
09.03.2014,"94,909"
07.03.2014,"95,001"
06.03.2014,"94,590"
05.03.2014,"94,662"
04.03.2014,"94,769"
03.03.2014,"96,790"
02.03.2014,"95,886"
28.02.2014,"94,143"
27.02.2014,"94,712"
26.02.2014,"95,171"
25.02.2014,"95,226"
24.02.2014,"94,442"
21.02.2014,"92,431"
20.02.2014,"93,559"
19.02.2014,"93,101"
18.02.2014,"92,583"
17.02.2014,"92,901"
14.02.2014,"92,475"
13.02.2014,"91,389"
12.02.2014,"90,895"
11.02.2014,"90,949"
10.02.2014,"90,700"
07.02.2014,"90,288"
06.02.2014,"89,348"
05.02.2014,"90,465"
04.02.2014,"90,145"
03.02.2014,"92,168"
31.01.2014,"90,043"
30.01.2014,"90,648"
29.01.2014,"92,082"
28.01.2014,"88,620"
27.01.2014,"92,141"
24.01.2014,"95,322"
23.01.2014,"93,074"
22.01.2014,"89,754"
21.01.2014,"89,714"
20.01.2014,"90,289"
17.01.2014,"89,948"
16.01.2014,"88,076"
15.01.2014,"87,388"
14.01.2014,"87,312"
13.01.2014,"87,735"
10.01.2014,"86,690"
09.01.2014,"85,868"
08.01.2014,"86,039"
07.01.2014,"85,769"
06.01.2014,"86,288"
03.01.2014,"86,464"
02.01.2014,"85,331"
31.12.2013,"83,130"
30.12.2013,"81,602"
27.12.2013,"83,903"
26.12.2013,"82,672"
24.12.2013,"80,385"
23.12.2013,"80,767"
20.12.2013,"80,813"
19.12.2013,"79,109"
18.12.2013,"80,475"
17.12.2013,"80,476"
16.12.2013,"80,866"
13.12.2013,"81,071"
12.12.2013,"80,455"
11.12.2013,"82,223"
10.12.2013,"82,152"
09.12.2013,"80,914"
06.12.2013,"79,939"
05.12.2013,"80,150"
04.12.2013,"81,764"
03.12.2013,"80,285"
02.12.2013,"79,860"
29.11.2013,"81,265"
28.11.2013,"80,516"
27.11.2013,"80,508"
26.11.2013,"80,315"
25.11.2013,"80,613"
22.11.2013,"80,065"
21.11.2013,"80,527"
20.11.2013,"80,459"
19.11.2013,"82,388"
18.11.2013,"82,843"
15.11.2013,"84,050"
14.11.2013,"84,096"
13.11.2013,"84,175"
12.11.2013,"83,568"
11.11.2013,"84,099"
08.11.2013,"84,264"
07.11.2013,"85,471"
06.11.2013,"86,153"
05.11.2013,"85,518"
04.11.2013,"85,074"
01.11.2013,"85,234"
31.10.2013,"84,840"
30.10.2013,"86,006"
29.10.2013,"86,056"
28.10.2013,"86,192"
25.10.2013,"86,000"
24.10.2013,"85,587"
23.10.2013,"84,551"
22.10.2013,"84,620"
21.10.2013,"83,652"
18.10.2013,"83,100"
17.10.2013,"83,304"
16.10.2013,"81,189"
15.10.2013,"81,731"
14.10.2013,"80,835"
11.10.2013,"80,890"
10.10.2013,"81,552"
09.10.2013,"83,087"
08.10.2013,"84,228"
07.10.2013,"84,636"
04.10.2013,"83,652"
03.10.2013,"84,714"
02.10.2013,"84,281"
01.10.2013,"83,043"
30.09.2013,"86,097"
27.09.2013,"87,173"
26.09.2013,"86,006"
25.09.2013,"86,369"
24.09.2013,"84,864"
23.09.2013,"84,304"
20.09.2013,"84,323"
19.09.2013,"85,989"
18.09.2013,"85,340"
17.09.2013,"84,129"
16.09.2013,"84,435"
13.09.2013,"86,387"
12.09.2013,"86,191"
11.09.2013,"88,167"
10.09.2013,"88,190"
09.09.2013,"90,236"
06.09.2013,"91,530"
05.09.2013,"90,794"
04.09.2013,"91,642"
03.09.2013,"93,311"
02.09.2013,"90,354"
30.08.2013,"91,305"
29.08.2013,"92,129"
28.08.2013,"92,784"
27.08.2013,"92,509"
26.08.2013,"90,053"
23.08.2013,"89,225"
22.08.2013,"88,034"
21.08.2013,"86,933"
20.08.2013,"85,860"
19.08.2013,"85,774"
16.08.2013,"85,953"
15.08.2013,"84,757"
14.08.2013,"83,057"
13.08.2013,"82,029"
12.08.2013,"82,627"
09.08.2013,"81,024"
08.08.2013,"81,056"
07.08.2013,"79,857"
06.08.2013,"79,321"
05.08.2013,"80,820"
02.08.2013,"81,123"
01.08.2013,"81,794"
31.07.2013,"82,233"
30.07.2013,"81,952"
29.07.2013,"82,199"
26.07.2013,"82,472"
25.07.2013,"82,218"
24.07.2013,"81,485"
23.07.2013,"82,115"
22.07.2013,"81,985"
19.07.2013,"79,790"
18.07.2013,"79,226"
17.07.2013,"78,218"
16.07.2013,"79,686"
15.07.2013,"79,761"
12.07.2013,"80,684"
11.07.2013,"80,547"
10.07.2013,"78,895"
09.07.2013,"78,025"
08.07.2013,"77,326"
05.07.2013,"77,288"
04.07.2013,"77,963"
03.07.2013,"78,305"
02.07.2013,"77,204"
01.07.2013,"77,393"
28.06.2013,"76,446"
27.06.2013,"74,045"
26.06.2013,"76,162"
25.06.2013,"79,418"
24.06.2013,"80,110"
21.06.2013,"80,699"
20.06.2013,"79,787"
19.06.2013,"82,687"
18.06.2013,"82,840"
17.06.2013,"83,372"
14.06.2013,"82,993"
13.06.2013,"82,840"
12.06.2013,"83,622"
11.06.2013,"83,705"
10.06.2013,"84,652"
07.06.2013,"83,328"
06.06.2013,"85,825"
05.06.2013,"85,238"
04.06.2013,"84,284"
03.06.2013,"85,308"
31.05.2013,"83,587"
30.05.2013,"85,067"
29.05.2013,"83,250"
28.05.2013,"82,441"
27.05.2013,"82,602"
24.05.2013,"82,275"
23.05.2013,"82,271"
22.05.2013,"81,323"
21.05.2013,"81,422"
20.05.2013,"82,349"
17.05.2013,"80,380"
16.05.2013,"81,180"
15.05.2013,"81,494"
14.05.2013,"83,116"
13.05.2013,"83,196"
10.05.2013,"83,786"
09.05.2013,"84,165"
08.05.2013,"84,763"
07.05.2013,"83,802"
06.05.2013,"84,835"
03.05.2013,"84,734"
02.05.2013,"84,529"
01.05.2013,"83,983"
30.04.2013,"85,044"
29.04.2013,"85,119"
26.04.2013,"84,455"
25.04.2013,"84,851"
24.04.2013,"82,897"
23.04.2013,"81,912"
22.04.2013,"82,725"
19.04.2013,"81,186"
18.04.2013,"80,240"
17.04.2013,"79,634"
16.04.2013,"78,620"
15.04.2013,"77,753"
12.04.2013,"85,236"
11.04.2013,"89,495"
