date,Fiyat,EMA_14,SMA_50,SMA_200,RSI_14,SMA_20,std_dev,Upper_Band,Lower_Band
2013-04-11,0.005155857053612902,0.003780197572722896,0.000896427674347066,0.0,0.39151170419384906,0.00170120845561288,0.024034692902718174,0.0023373321656148284,0.0014328810574552459
2013-04-12,0.0037345758114551465,0.003586542882238218,0.000896427674347066,0.0,0.39151170419384906,0.00170120845561288,0.024034692902718174,0.0023373321656148284,0.0014328810574552459
2013-04-15,0.001237405692867094,0.003078460390549733,0.000896427674347066,0.0,0.39151170419384906,0.00170120845561288,0.024034692902718174,0.0023373321656148284,0.0014328810574552459
2013-04-16,0.0015267343702445972,0.002677544305904469,0.000896427674347066,0.0,0.39151170419384906,0.00170120845561288,0.024034692902718174,0.0023373321656148284,0.0014328810574552459
2013-04-17,0.0018651187749283184,0.002376189793635828,0.000896427674347066,0.0,0.39151170419384906,0.00170120845561288,0.024034692902718174,0.0023373321656148284,0.0014328810574552459
2013-04-18,0.002067348507904975,0.002142570412806643,0.000896427674347066,0.0,0.39151170419384906,0.00170120845561288,0.024034692902718174,0.0023373321656148284,0.0014328810574552459
2013-04-19,0.0023830404673041913,0.001983114449741894,0.000896427674347066,0.0,0.39151170419384906,0.00170120845561288,0.024034692902718174,0.0023373321656148284,0.0014328810574552459
2013-04-22,0.002896623898081551,0.0019148968747686249,0.000896427674347066,0.0,0.39151170419384906,0.00170120845561288,0.024034692902718174,0.0023373321656148284,0.0014328810574552459
2013-04-23,0.002625315691959399,0.0018188082557812901,0.000896427674347066,0.0,0.39151170419384906,0.00170120845561288,0.024034692902718174,0.0023373321656148284,0.0014328810574552459
2013-04-24,0.0029540224361541377,0.0017803189309701407,0.000896427674347066,0.0,0.39151170419384906,0.00170120845561288,0.024034692902718174,0.0023373321656148284,0.0014328810574552459
2013-04-25,0.0036060965256531387,0.001835808960418163,0.000896427674347066,0.0,0.39151170419384906,0.00170120845561288,0.024034692902718174,0.0023373321656148284,0.0014328810574552459
2013-04-26,0.003473946403113933,0.0018658943889063827,0.000896427674347066,0.0,0.39151170419384906,0.00170120845561288,0.024034692902718174,0.0023373321656148284,0.0014328810574552459
2013-04-29,0.003695531457068562,0.001922160188958577,0.000896427674347066,0.0,0.39151170419384906,0.00170120845561288,0.024034692902718174,0.0023373321656148284,0.0014328810574552459
2013-04-30,0.0036705030247694698,0.0019675136682525407,0.000896427674347066,0.0,0.39151170419384906,0.00170120845561288,0.024034692902718174,0.0023373321656148284,0.0014328810574552459
2013-05-01,0.0033164341358449846,0.0019585768550570287,0.000896427674347066,0.0,0.37275776806338595,0.00170120845561288,0.024034692902718174,0.0023373321656148284,0.0014328810574552459
2013-05-02,0.003498641122982371,0.0019756579754902116,0.000896427674347066,0.0,0.4766480289540845,0.00170120845561288,0.024034692902718174,0.0023373321656148284,0.0014328810574552459
2013-05-03,0.003567052171266554,0.001999782865030237,0.000896427674347066,0.0,0.7972551692471539,0.00170120845561288,0.024034692902718174,0.0023373321656148284,0.0014328810574552459
2013-05-06,0.003600757126762666,0.0020252835242655365,0.000896427674347066,0.0,0.7830137625202689,0.00170120845561288,0.024034692902718174,0.0023373321656148284,0.0014328810574552459
2013-05-07,0.0032560321858965124,0.00200041408027744,0.000896427674347066,0.0,0.6879724321791332,0.00170120845561288,0.024034692902718174,0.0023373321656148284,0.0014328810574552459
2013-05-08,0.00357672983175554,0.002022556771958551,0.000896427674347066,0.0,0.6977933193656222,0.00170120845561288,0.024034692902718174,0.0023373321656148284,0.0014328810574552459
2013-05-09,0.0033771697982241146,0.002014556331114227,0.000896427674347066,0.0,0.6329700593003452,0.0016099141566386817,0.019986894914814722,0.0019839090683325122,0.001624446945790354
2013-05-10,0.003250692787006036,0.001990389667208256,0.000896427674347066,0.0,0.5502572633841522,0.0015850779965049834,0.019485361148152032,0.0019271552833436192,0.001634262668291777
2013-05-13,0.0030538024529198488,0.001942618207690816,0.000896427674347066,0.0,0.5633203891249741,0.0016783078031309892,0.015946578532237164,0.001784042895398772,0.0019798405076938454
2013-05-14,0.003027105458467485,0.001897578714418785,0.000896427674347066,0.0,0.5082562354664026,0.001755317027931736,0.012653655258371144,0.0016415340347134787,0.0022913809266547104
2013-05-15,0.0024858238959457914,0.0017847929236465415,0.000896427674347066,0.0,0.29168220186384736,0.0017871758264480578,0.010758530557831054,0.0015475738006579531,0.0024578515776940008
2013-05-16,0.0023810381927202653,0.0016727678086763675,0.000896427674347066,0.0,0.2946789795510147,0.0018032765095692162,0.009725680042595945,0.001495154966996752,0.0025472793560217186
2013-05-17,0.0021140682481966128,0.0015393037587997163,0.000896427674347066,0.0,0.20964363424195567,0.001789471030212146,0.010594893520299346,0.0015390238924281423,0.00247175669997984
2013-05-20,0.002771148024155439,0.0015131644026745612,0.000896427674347066,0.0,0.36293480413771134,0.0017830307569636807,0.01073551757821362,0.0015420888255567727,0.002455208671263958
2013-05-21,0.002461796600938662,0.0014483600479469928,0.000896427674347066,0.0,0.36785793379087156,0.0017746378476771255,0.011068359313491608,0.0015559095964419352,0.0024230920441266866
2013-05-22,0.0024287590703038625,0.0013876947912580748,0.000896427674347066,0.0,0.3283390261158324,0.0017476777676423381,0.011823077676925281,0.0015796478533025224,0.0023421066938265067
2013-05-23,0.002745118454564384,0.0013782233414904761,0.000896427674347066,0.0,0.3762273385230814,0.0017034865309906617,0.011644755489949542,0.001525574649879076,0.002309202515678465
